diagnosis,admissions_count,los,los_avg
ACIDOSIS,3.857142857142857,4.142857142857143,7.357142857142857
"ACIDOSIS, RULE OUT  SEPSIS",1.0,3.0,3.0
ACIDOSIS-ACUTE RENAL FAILURE,1.0,5.0,5.0
ACIDOSIS;ALTERED MENTAL STATUS,3.0,1.0,2.0
ACITIC STENOSIS,2.0,26.0,29.0
ACOM ANEURYSM/SDA,3.0,3.0,3.0
ACOUSTIC NEUROMA LEFT EAR/SDA,1.0,2.0,2.0
ACOUSTIC NEUROMA RIGHT EAR/SDA,1.0,4.0,4.0
ACOUSTIC NEUROMA RIGHT/SDA,1.0,3.0,3.0
"ACOUSTIC NEUROMA, LEFT EAR/SDA",1.0,2.0,2.0
ACQUIRED CARDIAC SEPTAL DEFECT\VENTRICULAR SEPTAL DEFECT REPAIR; ? MVR/SDA,2.0,9.0,9.0
ACQUIRED RIGHT BREAST DEFORMITY/SDA,1.0,5.0,5.0
ACS/CHF,2.0,41.0,33.5
ACSITES,3.0,7.0,11.666666666666666
ACTIVE HEMOPTYSIS,4.0,7.0,3.75
ACUT CORONARY SYNDROME,1.0,10.0,10.0
ACUT RENAL FAILURE,3.0,7.0,7.0
ACUTE,1.0,35.0,35.0
ACUTE  RENAL FAILURE,34.0,13.0,5.647058823529412
ACUTE ABDOMEN,1.0,8.333333333333334,8.333333333333334
ACUTE ABDOMINAL PAIN;COLECTOMY;HYPOTENSION,1.0,29.0,29.0
ACUTE ALLERGIC REACTION,2.0,1.0,3.0
ACUTE ANEMIA,10.0,3.0,4.8
ACUTE ANT MI,1.0,11.0,11.0
ACUTE ANTERIOR MYOCARDIAL INFARCTION,1.0,2.0,2.0
ACUTE AORTIC DISSECTION,1.0,18.0,18.0
ACUTE APPENDICITIS,6.0,24.0,17.35
ACUTE ASTHMA EXACERBATION,1.0,6.0,6.0
ACUTE BILATERAL SDH,1.0,0.0,0.0
ACUTE CEREBRAL INFARCTION,1.0,7.0,7.0
ACUTE CEREBRAL VASCULAR ACCIDENT,1.5,8.0,6.25
ACUTE CEREBRAL VASCULAR ACCIDENT VS SEIZURES,1.0,5.0,5.0
ACUTE CHEST CRISIS,1.0,6.0,6.0
ACUTE CHOLANGITIS,1.0,7.8,7.8
ACUTE CHOLECYSTITIS,1.6428571428571428,7.5,6.863095238095239
ACUTE CHOLECYSTITIS/ACS,1.0,17.0,17.0
ACUTE CHOLENGITIS,1.0,8.0,8.0
ACUTE CHOLEYCISTITIS,1.0,2.0,2.0
ACUTE CHOLEYCYSTITIS,2.0,9.0,9.0
"ACUTE CHOLEYSTITIS,LLL PNEUMONIA,URINARY TRACT INFECTION",1.0,5.0,5.0
ACUTE CHOLYCYSTITIS,1.0,6.0,6.0
ACUTE CHRONIC RENAL FAILURE;DIABETES MELLITUS,4.0,8.0,5.75
ACUTE CHRONIC RESPIRATORY FAILURE,2.0,4.0,6.0
ACUTE COROMARY SYNDROME;PEUMONIA,2.0,14.0,16.5
ACUTE CORONARUY SYNDROME,2.0,12.0,12.5
ACUTE CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT ,1.0,4.0,4.0
ACUTE CORONARY ARTERY SYNDROME,2.0,1.0,8.0
ACUTE CORONARY DISEASE,1.0,5.0,5.0
ACUTE CORONARY STENT THROMBOSIS,1.0,4.0,4.0
ACUTE CORONARY SYNDROM,1.0,1.0,1.0
ACUTE CORONARY SYNDROME,1.751111111111111,7.546666666666667,7.337153439153438
"ACUTE CORONARY SYNDROME,CHF",1.0,8.0,8.0
ACUTE CORONARY SYNDROME-SYNCOPE,1.0,0.0,0.0
ACUTE CORONARY SYNDROME;,1.0,1.0,1.0
ACUTE CORONARY SYNDROME; CHF,3.0,1.0,2.3333333333333335
ACUTE CORONARY SYNDROME; TROPS; NAUSEA AND VOMITING,2.0,6.0,7.5
ACUTE CORONARY SYNDROME;ALTERED MENTAL STATUS;HYPERGLYCEMIA,1.0,14.0,14.0
ACUTE CORONARY SYNDROME;CHEST PAIN,2.3333333333333335,8.333333333333334,9.944444444444445
ACUTE CORONARY SYNDROME;CONGESTIVE HEART FAILURE,4.0,5.0,6.0
ACUTE CORONARY SYNDROME;DIABETIC KETOACIDOSIS,1.0,7.0,7.0
ACUTE CORONARY SYNDROME;PNEUMONIA;INFLUENZA,1.0,8.0,8.0
ACUTE CORONARY SYNDROME;ST ELEVATION MI,1.0,5.0,5.0
ACUTE CORONARY SYNDROME;STATUS EPILLECTUS,1.0,4.0,4.0
ACUTE CORONARY SYNDROME;TELEMETRY,1.4,6.0,6.7333333333333325
ACUTE CORONARY SYNDROME;TELEMTRY,1.0,10.0,10.0
ACUTE CORONARY SYNDROMES,1.0,2.0,2.0
ACUTE CORONARY SYNDROME\AORTIC VALVE REPLACEMENT/SDA,1.0,6.0,6.0
ACUTE CORONARY SYNDROME\CARDIAC CATH,1.5,8.5,7.166666666666666
ACUTE CORONARY SYNDROME\CARDIAC CATHETERIZATION,1.0,3.0,3.0
ACUTE CORONARY SYNDROME\CARDIAC INTERVENTION,2.0,8.0,4.5
ACUTE CORONARY SYNDROME\CATH,1.1764705882352942,6.294117647058823,6.470588235294118
ACUTE CORONARY SYNDROME\CORONARY ANGIOGRAM,1.0,5.0,5.0
ACUTE CORONARY SYNDROME\LEFT HEART CATHETERIZATION,1.3333333333333333,9.333333333333334,8.5
ACUTE CORONARY SYNDROME\MITRAL VALVE REPLACEMENT; LVAD,2.0,9.0,9.0
ACUTE CVA,1.0,20.666666666666668,20.666666666666668
ACUTE CVA;TELEMETRY,1.5,7.0,5.5
ACUTE DISSEMINATED ENCEPHALOMYELITIS,1.0,8.0,8.0
ACUTE EPIGLOTITIS,1.0,6.0,6.0
ACUTE EPIGLOTTITIS ,7.0,1.0,6.857142857142857
ACUTE FEVER;SEPSIS;TELEMETRY,6.0,5.0,16.166666666666668
ACUTE GASTROENTERISTIS,2.0,5.0,7.0
ACUTE GASTROINTESTINAL BLEED,1.0,8.0,8.0
ACUTE GI BLEED,1.0,3.0,3.0
ACUTE GI BLEED;VARICOSIS,2.0,7.0,3.5
ACUTE HEPATIC FAILURE,1.0,30.0,30.0
ACUTE HEPATITIS,1.0,27.0,27.0
ACUTE HEPATITIS A,1.0,33.0,33.0
"ACUTE HEPATITISB, HYPOTENSION",1.0,64.0,64.0
ACUTE IMI\LEFT HEART CATHETERIZATION,1.0,3.0,3.0
ACUTE INFECTED LEFT FOOT;ABSCESS;DIABETES,4.0,11.0,18.25
ACUTE INFERIOR MI,1.0,4.0,4.0
ACUTE INFERIOR MYOCARDIAL INFARCTION,2.0,21.0,12.5
ACUTE INFERIOR MYOCARDIAL INFARCTION\RIGHT CORONARY ARTERY ANGIOPLASTY;STENT PLACEMENT,1.0,2.0,2.0
ACUTE INTOXICATION,5.0,4.0,1.6
ACUTE ISCHEMIC STROKE,1.0,12.0,12.0
"ACUTE JAUNDICE, HEPATITIS",1.0,14.0,14.0
ACUTE KETOACIDOSIS,2.0,7.0,6.0
ACUTE KIDNEY FAILURE;HYPERKALEMIA,1.0,17.0,17.0
ACUTE LEAUKEMIA,1.0,29.0,29.0
ACUTE LEFT CEREBRAL VASSCULAR ACCIDENT ISCHEMIC STROKE,2.0,2.0,5.0
ACUTE LEG PAIN;SYNCOPE;TELEMETRY;,1.0,2.0,2.0
ACUTE LEUKEMIA,1.3125,34.75,32.45833333333333
ACUTE LEUKEMIA;INTRACRANIAL BLEED,1.0,48.0,48.0
ACUTE LEUKEMIA;NEUTROPENIA,1.0,28.0,28.0
ACUTE LEUKEMIC CRISIS,1.0,1.0,1.0
ACUTE LIVER DISEASE; TYLENOL TOXICITY,1.0,14.0,14.0
ACUTE LIVER FAILURE,1.2,11.2,11.322222222222221
ACUTE LIVER FAILURE;2/2 TYLENOL,1.0,2.0,2.0
ACUTE LIVER INJURY,1.0,0.0,0.0
ACUTE LOWER EXTREMITY ISCHEMIA,2.0,6.0,11.5
ACUTE LUKEMIA,1.0,35.0,35.0
ACUTE LYMPHOBLASTIC LEUKEMIA,1.0,41.0,41.0
ACUTE LYMPHOCYTIC LEUKEMIA,2.0,33.0,32.16666666666667
ACUTE LYMPHOCYTIC LEUKEMIA;DECREASED PULMONARY FUNCTION TEST,1.0,23.0,23.0
ACUTE LYMPHOCYTIC LEUKEMIA;FEBRILE NEUTROPENIA,2.0,8.0,34.5
ACUTE LYMPHOCYTIC LEUKEMIA;FEVER;NEUTROPENIA,1.0,13.0,13.0
ACUTE LYMPHOCYTIC LEUKEMIA;NEUTROPENIA,1.0,12.0,12.0
ACUTE MENTAL STATUS,1.0,6.0,6.0
ACUTE MENTAL STATUS CHANGES,1.0,8.0,8.0
ACUTE MENTAL STATUS CHANGES/RESPIRATORY DISTRESS,2.0,2.0,3.5
ACUTE MI,1.68,7.28,7.746666666666666
ACUTE MI',1.0,11.0,11.0
"ACUTE MI, MOTOR VEHICAL CRASH",3.0,6.0,9.0
"ACUTE MI,CAD",1.0,7.0,7.0
"ACUTE MI,SEPSIS",1.0,16.0,16.0
ACUTE MI/GI BLEED,1.0,4.0,4.0
ACUTE MI; AORTIC VALVE DISEASE,1.0,22.0,22.0
ACUTE MITRAL REGURITATION R/O MI,1.0,16.0,16.0
ACUTE MIU\CATH,1.0,3.0,3.0
ACUTE MI\CATH,2.0,4.5,4.833333333333333
ACUTE MI\LEFT HEART CATHETERIZATION,1.25,5.0,4.625
ACUTE MONOCYTIC LEUKEMIA\BONE MARROW TRANSPLANT,2.0,69.0,45.5
ACUTE MYELOGENOUS LEUKEMIA,1.5,38.666666666666664,31.13888888888889
"ACUTE MYELOGENOUS LEUKEMIA,PHEUMOTHORAX",1.0,3.0,3.0
ACUTE MYELOGENOUS LEUKEMIA: NEUTROPENIA,2.0,7.0,54.5
ACUTE MYELOGENOUS LEUKEMIA;BACK PAIN,3.0,7.0,9.333333333333334
ACUTE MYELOGENOUS LEUKEMIA;CHANGE IN MENTAL STATUS,2.0,20.0,38.0
ACUTE MYELOGENOUS LEUKEMIA;CHEMOTHERAPY,1.0,129.0,129.0
ACUTE MYELOGENOUS LEUKEMIA;CTX,1.0,14.0,14.0
ACUTE MYELOGENOUS LEUKEMIA;DEEP VEIN THROMBOSIS,1.0,38.0,38.0
ACUTE MYELOGENOUS LEUKEMIA;FEVER,1.0,31.0,31.0
ACUTE MYELOGENOUS LEUKEMIA;FEVER;NEUTROPENIA;R/O TOOTH INFECTION,1.0,15.0,15.0
ACUTE MYELOGENOUS LEUKEMIA;MYELODYSPLASTIC SYNDROMES,1.0,22.0,22.0
ACUTE MYELOGENOUS LEUKEMIA;PAIN,2.0,22.0,45.5
ACUTE MYELOGENOUS LEUKEMIA;SHORTNESS OF BREATH,1.0,13.0,13.0
ACUTE MYELOGENOUS LEUKEMIA\BONE MARROW TRANSPLANT,1.0,40.0,40.0
ACUTE MYELOGENOUS LEUKEMIA\CHEMO,3.0,54.0,28.0
ACUTE MYELOGENOUS LUKEMIA\BONE MARROW TRANSPLANT,1.0,71.0,71.0
ACUTE MYELOID LEUKEMIA\BONE MARROW TRANSPLANT,1.3333333333333333,67.33333333333333,69.33333333333333
ACUTE MYLOGENOUS LEUKEMIA,3.0,26.0,28.0
ACUTE MYOCARDIAL INFARCT,1.0,2.0,2.0
ACUTE MYOCARDIAL INFARCTION,1.3612903225806452,6.2709677419354835,6.286774193548386
ACUTE MYOCARDIAL INFARCTION-HEMOPTYSIS,1.0,5.0,5.0
ACUTE MYOCARDIAL INFARCTION-SEPSIS,1.0,25.0,25.0
ACUTE MYOCARDIAL INFARCTION-SUBDURAL HEMATOMA,1.0,0.0,0.0
ACUTE MYOCARDIAL INFARCTION/CATH,1.0,7.25,7.25
ACUTE MYOCARDIAL INFARCTION/S/P CARDIAC ARREST,1.0,12.0,12.0
ACUTE MYOCARDIAL INFARCTION;,1.0,16.0,16.0
ACUTE MYOCARDIAL INFARCTION; AT. FIB,1.0,7.0,7.0
ACUTE MYOCARDIAL INFARCTION; CHF;SHORTNESS OF BREATH\CATH,1.0,9.0,9.0
ACUTE MYOCARDIAL INFARCTION; ENDOCARDITIS,1.0,11.0,11.0
ACUTE MYOCARDIAL INFARCTION; GI BLEED\CATH,1.0,6.0,6.0
ACUTE MYOCARDIAL INFARCTION; S/P FALL,2.0,5.0,5.0
ACUTE MYOCARDIAL INFARCTION;AFIB W/RVR,1.0,4.0,4.0
ACUTE MYOCARDIAL INFARCTION;CARDIOGENIC SHOCK,5.0,3.0,20.2
ACUTE MYOCARDIAL INFARCTION;COLON CANCER,1.0,0.0,0.0
ACUTE MYOCARDIAL INFARCTION;CORONARY ARTERY DISEASE,1.0,13.0,13.0
ACUTE MYOCARDIAL INFARCTION;PNEUMONIA;CONGESTIVE HEART FAILURE,1.0,3.0,3.0
ACUTE MYOCARDIAL INFARCTION;S/P VFIB ARREST,1.0,3.0,3.0
ACUTE MYOCARDIAL INFARCTION;TELEMETRY,1.2857142857142858,5.142857142857143,5.285714285714286
ACUTE MYOCARDIAL INFARCTION;TELEMETRY\ANGIOPLASTY,1.0,18.0,18.0
ACUTE MYOCARDIAL INFARCTION\CARD CATH,1.0,2.0,2.0
ACUTE MYOCARDIAL INFARCTION\CARDIAC CATH,1.2173913043478262,4.869565217391305,5.289855072463768
ACUTE MYOCARDIAL INFARCTION\CATH,1.1935483870967742,5.741935483870968,6.204301075268817
ACUTE MYOCARDIAL INFARCTION\CATH LAB,1.0,3.0,3.0
ACUTE MYOCARDIAL INFARCTION\CATHERIZATION,1.0,9.333333333333334,9.333333333333334
ACUTE MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,1.0,2.0,2.0
ACUTE MYOCARDIAL INFARCT\CARDIAC CATH,1.0,1.0,1.0
ACUTE MYOCARDIAL INFRACTION,1.25,8.0,7.875
ACUTE MYOCARDISAL INFARCTION,1.0,5.0,5.0
ACUTE ON CHRONIC SDH,2.0,7.0,7.0
ACUTE ONSET CHF\CATH,1.0,4.0,4.0
ACUTE OR CHRONIC SUBDURAL HEMATOMA,1.0,16.0,16.0
ACUTE PANCREATITIS,1.4210526315789473,14.421052631578947,12.366666666666667
ACUTE PANCREATITIS /SDA,1.0,9.0,9.0
ACUTE PANCREATITIS/SDA,3.0,7.0,27.666666666666668
ACUTE PANCREATITIS; ETHANOL ABUSE,2.0,19.0,24.0
ACUTE PANCREATITIS;ARDS,1.0,36.0,36.0
ACUTE PANCREATITIS;GI BLEED,1.0,12.0,12.0
ACUTE PANCREATITIS;R/O HEPATITIS\ERCP,1.0,0.0,0.0
ACUTE PANCREATITIS;RENAL FAILURE,2.0,7.0,15.0
ACUTE PANCREATITITIS,1.0,10.0,10.0
ACUTE PARAPLEGIA,2.0,6.0,7.0
ACUTE PARATITIS,2.0,56.0,30.5
ACUTE PNEUMONITIS,1.0,1.0,1.0
ACUTE PULMONARY EDEMA,2.0,11.0,8.0
ACUTE PULMONARY EDEMA/MI\CATH,1.0,27.0,27.0
ACUTE PULMONARY EDEMA\CATH,2.0,32.0,19.5
ACUTE PULMONARY EMBOLISM,2.0,5.0,6.5
ACUTE RENAL ,1.0,30.0,30.0
ACUTE RENAL FAILRUE,1.0,5.0,5.0
ACUTE RENAL FAILURE,2.4296296296296296,11.685185185185185,10.850664936914933
ACUTE RENAL FAILURE ; BRADYCARDIA,1.0,6.0,6.0
"ACUTE RENAL FAILURE, CELLULITIS",5.0,7.0,4.2
"ACUTE RENAL FAILURE, CIRRHOSIS",2.0,13.0,23.5
"ACUTE RENAL FAILURE, SEPSIS",2.0,12.0,11.0
"ACUTE RENAL FAILURE, UREMIC SYNDROME",6.0,6.0,5.833333333333333
"ACUTE RENAL FAILURE,HEMATURIA",2.0,11.0,8.5
"ACUTE RENAL FAILURE,HYPONATREMIA",1.0,5.0,5.0
"ACUTE RENAL FAILURE,HYPOXIA",2.0,14.0,17.0
"ACUTE RENAL FAILURE,HYPOXIA,CONGESTIVE HEART FAILURE",1.0,4.0,4.0
"ACUTE RENAL FAILURE,RESPIRATORY DISTRESS",3.0,12.0,8.0
"ACUTE RENAL FAILURE,SEPSIS",2.0,0.0,8.5
"ACUTE RENAL FAILURE,THROMBOCYTOPENIA",1.0,30.0,30.0
"ACUTE RENAL FAILURE,UROSEPSIS,HYPOTENSION,HYPOXIA",1.0,11.0,11.0
ACUTE RENAL FAILURE-ACIDOSIS,3.0,7.0,9.666666666666666
ACUTE RENAL FAILURE-ALTERED MENTAL STATUS-HYPOCALCEMIA-LUNG CANCER,1.0,12.0,12.0
ACUTE RENAL FAILURE-BACTEREMIA,11.0,13.0,16.363636363636363
ACUTE RENAL FAILURE-CHF EXACERBATION,2.0,11.0,10.0
ACUTE RENAL FAILURE-HYPOTHERMIA,1.0,0.0,0.0
ACUTE RENAL FAILURE-PELVIC MASS,1.0,49.0,49.0
ACUTE RENAL FAILURE-UTI-?FASCITIS/HEMATOMA OF THIGH,1.0,13.0,13.0
ACUTE RENAL FAILURE/ANEMIA,1.0,21.0,21.0
ACUTE RENAL FAILURE/CHOLE/R/O MYOCARDIAL INFARCTION,10.0,10.0,6.0
ACUTE RENAL FAILURE/LIVER FAILURE,1.0,81.0,81.0
ACUTE RENAL FAILURE:? LINE INFECTION,5.0,4.0,14.0
ACUTE RENAL FAILURE; A FIB,1.0,43.0,43.0
ACUTE RENAL FAILURE; HYPERKALEMIA,2.0,22.0,15.0
ACUTE RENAL FAILURE; HYPOGLYCEMIA,4.0,3.0,5.0
ACUTE RENAL FAILURE; HYPOKALEMIA,9.0,4.0,5.888888888888889
ACUTE RENAL FAILURE;(AML) ACUTE MYELOGENOUS LEUKEMIA,4.0,2.0,22.0
ACUTE RENAL FAILURE;ACUTE PYELONEPHRITIS,1.0,13.0,13.0
ACUTE RENAL FAILURE;ALTERED MENTAL STATUS,3.0,21.0,19.666666666666668
ACUTE RENAL FAILURE;ANEMIA,1.0,18.0,18.0
ACUTE RENAL FAILURE;ANEMIA;HYPOGLYCEMIA,1.0,6.0,6.0
ACUTE RENAL FAILURE;ARDS,1.0,5.0,5.0
ACUTE RENAL FAILURE;BRADYCARDIA,1.0,4.666666666666667,4.666666666666667
ACUTE RENAL FAILURE;CHANGE IN MENTAL STATUS,1.0,7.0,7.0
ACUTE RENAL FAILURE;CHEST PAIN,2.0,19.0,14.0
ACUTE RENAL FAILURE;CHEST PAIN;TELEMETRY,2.0,15.0,11.5
ACUTE RENAL FAILURE;CHOLECYSTITIS,1.0,20.0,20.0
ACUTE RENAL FAILURE;CONGESTIVE HEART FAILURE,5.0,10.0,11.583333333333332
ACUTE RENAL FAILURE;CONGESTIVE HEART FAILURE;PERICARDIAL EFFUSION,2.0,7.0,7.5
ACUTE RENAL FAILURE;CONGESTIVE HEART FAILURE;PNEUMONIA,3.0,24.0,22.666666666666668
ACUTE RENAL FAILURE;DEHYDRATION,4.0,2.0,3.75
ACUTE RENAL FAILURE;DIABETIC KETOACIDOSIS,9.0,12.0,11.444444444444445
ACUTE RENAL FAILURE;GASTROINTESTINAL BLEED,2.0,7.0,4.5
ACUTE RENAL FAILURE;HEART FAILURE;MITRAL REGURGITATION,3.0,5.0,5.333333333333333
ACUTE RENAL FAILURE;HEPATIC CANCER,2.0,10.0,6.0
ACUTE RENAL FAILURE;HYPERKALEMIA,2.3333333333333335,5.833333333333333,5.845238095238095
ACUTE RENAL FAILURE;HYPERKALEMIA;ELEVATED INR,4.0,18.0,11.0
ACUTE RENAL FAILURE;HYPERNATREMIA;MENTAL STATUS CHANGES,2.0,21.0,18.5
ACUTE RENAL FAILURE;HYPERTENSION,1.0,0.0,0.0
ACUTE RENAL FAILURE;HYPOTENSION,2.3333333333333335,3.0,5.833333333333333
ACUTE RENAL FAILURE;JAUNDICE,2.0,35.0,36.5
ACUTE RENAL FAILURE;LIVER FAILURE,1.0,6.0,6.0
ACUTE RENAL FAILURE;LLL PNEUMONIA,1.0,28.0,28.0
ACUTE RENAL FAILURE;LOW PLATELET COUNT\RENAL BIOPSY,1.0,6.0,6.0
ACUTE RENAL FAILURE;LYMPHOMA,2.0,20.0,14.0
ACUTE RENAL FAILURE;MENTAL STATUS CHANGES,1.0,0.0,0.0
ACUTE RENAL FAILURE;METASTATIC OVARIAN CANCER,1.0,46.0,46.0
ACUTE RENAL FAILURE;METHICILLIN RESISTANT STAPH AUREUS,4.5,10.5,10.6875
ACUTE RENAL FAILURE;NAUSIA;VOMOTTING;DIARRHEA,1.0,13.0,13.0
ACUTE RENAL FAILURE;NEUTROPENIA,2.0,8.0,23.0
ACUTE RENAL FAILURE;NEUTROPENIA;CELLULITIS,1.0,1.0,1.0
ACUTE RENAL FAILURE;PANCREATITIS,1.0,7.0,7.0
ACUTE RENAL FAILURE;PERICARDIAL EFFUSION,1.0,8.0,8.0
ACUTE RENAL FAILURE;PERICARDIAL EFFUSION;CHOLE,2.0,7.0,5.5
ACUTE RENAL FAILURE;PNEUMONIA;HYPERGLYCEMIA,2.0,7.0,6.5
ACUTE RENAL FAILURE;PNEUMONIA;THROMBOCYTOPENIA,2.0,1.0,4.0
ACUTE RENAL FAILURE;PULMONARY EDEMA;TELEMETRY,2.0,20.0,15.0
ACUTE RENAL FAILURE;R/O MI;HYPERKALEMIA,2.0,1.0,6.0
ACUTE RENAL FAILURE;RESPIRATORY DISTRESS,1.0,11.0,11.0
ACUTE RENAL FAILURE;RHABDO;ISCHEMIC BOWEL,1.0,0.0,0.0
ACUTE RENAL FAILURE;S/P KIDNEY TRANSPLANT,3.0,16.0,15.666666666666666
ACUTE RENAL FAILURE;SEPSIS,2.0,9.333333333333334,10.333333333333334
ACUTE RENAL FAILURE;SEPSIS;TELEMETRY,5.0,7.0,6.6
ACUTE RENAL FAILURE;SEPTIC ARTHRITIS,4.0,18.0,8.0
ACUTE RENAL FAILURE;TACHYCARDIA,7.0,7.0,4.714285714285714
ACUTE RENAL FAILURE;TELEMETRY,2.2,19.9,21.172222222222224
ACUTE RENAL FAILURE;URINARY TRACT INFECTION,5.0,10.0,11.944444444444443
ACUTE RENAL FAILURE;URINARY TRACT INFECTION;? C-DIFF COLITIS,2.0,4.0,40.5
ACUTE RENAL FAILURE;VOMITING;DIARRHEA;TELEMETRY,7.0,27.0,11.857142857142858
ACUTE RENAL FAILURE;WEAKNESS,6.0,6.0,9.5
ACUTE RENAL INSUFFICIENCY;HYPOXIA,1.0,20.0,20.0
"ACUTE REPIRATORY FAILURE,ACUTERENAL FAILURE",2.0,18.0,12.0
ACUTE RESPIRATORY DISTRESS,1.0,7.0,7.0
ACUTE RESPIRATORY DISTRESS SYNDROME,1.2222222222222223,13.222222222222221,11.055555555555555
"ACUTE RESPIRATORY DISTRESS SYNDROME,MESENTERIC THROMBOSIS",1.0,8.0,8.0
ACUTE RESPIRATORY DISTRESS SYNDROME;ACUTE RENAL FAILURE,1.0,36.0,36.0
ACUTE RESPIRATORY DISTRESS SYNDROME;PNEUMONITIS,1.0,11.0,11.0
ACUTE RESPIRATORY DISTRESS SYNDROME;RENAL FAILURE,1.0,11.0,11.0
"ACUTE RESPIRATORY DISTRESS,FEVER",2.0,9.0,19.5
ACUTE RESPIRATORY FAILURE,2.0,4.25,6.25
ACUTE RESPIRATORY FAILURE/AMR,3.0,5.0,3.6666666666666665
ACUTE RESPIRATORY FAILURE;SEPSIS,1.0,24.0,24.0
ACUTE RESPIRATORY FAILURE;UROSEPSIS,1.0,8.0,8.0
ACUTE RESPITORY DISTRESS;LUNG CANCER,3.0,1.0,5.666666666666667
ACUTE SHORTNESS OF BREATH;CONFUSION,1.0,10.0,10.0
ACUTE SHORTNESS OF BREATH;CONGESTIVE HEART FAILURE,1.0,6.0,6.0
ACUTE ST ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATH,1.0,2.0,2.0
ACUTE ST SEGMENT MYOCARDIAL INFARCTION,2.0,2.0,2.5
ACUTE STROKE,1.4444444444444444,8.88888888888889,8.25
ACUTE STROKE;TELEMETRY,1.0,5.0,5.0
ACUTE SUBDORAL HEMATOMA,1.0,9.0,9.0
"ACUTE SUBDURAL HE,ATOMA",1.0,1.0,1.0
ACUTE SUBDURAL HEMATOMA,1.3299492385786802,7.233502538071066,7.419458544839256
ACUTE SUBDURAL HEMATOMA;ENLARGED RIGHT VENTRICLE,4.0,0.0,3.0
ACUTE SUBDURAL HEMATOMA;FACIAL FRACTURE,1.0,4.0,4.0
ACUTE SUBDURAL HEMATOMA;S/P FALL,1.0,2.0,2.0
ACUTE SUBDURAL HEMATOMA;SEIZURE,1.0,4.0,4.0
ACUTE SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,1.0,5.25,5.25
ACUTE SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE;SKULL FX,2.0,5.0,12.0
ACUTE SUBDURAL HEMATOMA;TELEMETRY,2.375,4.875,8.54861111111111
ACUTE SUBDURAL HEMATOMA;TELEMTRY,2.0,1.0,3.0
ACUTE VASCULAR OCCLUSION,2.0,6.0,6.0
ACUTE VIRAL HEPATITIS,1.0,5.0,5.0
ACUTE VS. CHRONIC AORTIC DISSECTION,1.0,0.0,0.0
"ACUTE,MI\CATH",1.0,2.0,2.0
ACUTE/CHRONIC LIVER FAILURE,1.0,12.0,12.0
ADDISON'S,3.0,3.0,7.0
ADEMA/LIVER FAILURE,1.0,28.0,28.0
ADENAL CARCINOMA OF LIVER/SDA,1.0,69.0,69.0
ADENAL CARCINOMA OF STOMACH/SDA,1.0,13.0,13.0
ADENEXAL MASS,1.0,4.5,4.5
ADENO CANCER ETHMOID SINUS /SDA,2.0,5.0,5.5
ADENO CARCINOMA OF STOMACH/SDA,1.0,41.0,41.0
ADENOCARCINOMA,1.0,5.0,5.0
ADENOCARCINOMA OF COLON/SDA,1.0,11.0,11.0
ADENOCARCINOMA OF STOMACH; UMBILICAL HERNIA/SDA,1.0,8.0,8.0
ADENOCARCINOMA OF THE ESOPHAGUS/SDA,1.0,7.0,7.0
ADENOCARCINOMA RIGHT COLON/SDA,4.0,11.0,11.25
ADENOCARCINOMA STOMACH/SDA,1.0,8.0,8.0
"ADENOCARCINOMA, ESOPHAGUS/SDA",1.0,45.0,45.0
"ADENOCARCINOMA, RIGHT COLON/SDA",1.0,15.0,15.0
"ADENOCARCINOMA, SIGMOID COLON/SDA",1.0,8.0,8.0
ADENOID CYSTTIC CARCINOMA/SDA,1.0,8.0,8.0
ADENOMA CECUM/SDA,1.0,52.0,52.0
ADENOMA RIGHT COLON/SDA,1.0,4.5,4.5
ADENOPATHY,2.5,13.0,7.875
ADNEXAL MASS,1.0,34.0,34.0
ADNEXAL MASS/SDA,2.0,6.0,5.5
ADRENAL CA/SDA,1.0,5.0,5.0
ADRENAL CRISIS,1.0,2.0,2.0
ADRENAL HEMORRHAGE,1.0,5.0,5.0
ADRENAL INSUFFICIENCY,1.0,15.5,15.5
ADRENAL MASS LEFT/SDA,1.0,7.0,7.0
ADRENAL MASS/SDA,1.0,5.0,5.0
ADRENAL MASS; VENTRAL HERNIA/SDA,5.0,11.0,9.6
ADRENAL NEOPLASM/SDA,1.0,6.0,6.0
ADRENAL TUMOR/SDA,1.0,6.0,6.0
ADTHMA;COPD EXACERBATION,6.0,5.0,4.833333333333333
ADULT RESPIRAROTY DISTRESS SYNDROME;PANCREATITIS,1.0,10.0,10.0
ADULT RESPIRATORY DISTRESS SYNDROME,1.3,12.5,11.266666666666667
ADULT RESPIRATORY DISTRESS SYNDROME;CHRONIC OBST PULM DISEASE,1.0,12.0,12.0
ADULT RESPIRATORY DISTRRESS SYNDROME,1.0,16.0,16.0
ADVANCED HEART FAILURE,1.0,23.0,23.0
AF,1.3333333333333333,18.0,17.833333333333332
AF/HYPOTENSION,1.0,5.0,5.0
AFIB,1.3333333333333333,4.666666666666667,4.333333333333333
